time (s),v("/A0" ?result "tran") (V)
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.55E-9,1.000
27.56E-9,1.000
27.56E-9,1.000
27.56E-9,1.000
27.57E-9,1.000
27.57E-9,1.000
27.58E-9,1.000
27.58E-9,1.000
27.59E-9,1.000
27.59E-9,1.000
27.60E-9,1.000
27.60E-9,1.000
27.61E-9,1.000
27.61E-9,1.000
27.62E-9,1.000
27.62E-9,1.000
27.62E-9,1.000
27.63E-9,1.000
27.63E-9,1.000
27.63E-9,1.000
27.63E-9,1.000
27.64E-9,1.000
27.64E-9,1.000
27.65E-9,1.000
27.66E-9,1.000
27.67E-9,1.000
27.68E-9,1.000
27.70E-9,1.000
27.73E-9,1.000
27.76E-9,1.000
27.83E-9,1.000
27.91E-9,1.000
28.03E-9,1.000
28.17E-9,1.000
28.38E-9,1.000
28.65E-9,1.000
29.03E-9,1.000
29.54E-9,1.000
30.00E-9,1.000
30.00E-9,998.0E-3
30.00E-9,994.1E-3
30.00E-9,986.3E-3
30.00E-9,977.1E-3
30.00E-9,961.2E-3
30.01E-9,936.2E-3
30.01E-9,895.7E-3
30.02E-9,843.6E-3
30.02E-9,769.0E-3
30.03E-9,682.0E-3
30.04E-9,628.7E-3
30.04E-9,573.1E-3
30.05E-9,536.5E-3
30.05E-9,500.0E-3
30.05E-9,499.2E-3
30.05E-9,497.7E-3
30.05E-9,494.7E-3
30.05E-9,490.1E-3
30.05E-9,488.1E-3
30.05E-9,484.1E-3
30.05E-9,476.2E-3
30.05E-9,472.2E-3
30.05E-9,464.3E-3
30.06E-9,448.4E-3
30.06E-9,416.7E-3
30.06E-9,383.7E-3
30.06E-9,353.2E-3
30.07E-9,321.2E-3
30.07E-9,274.9E-3
30.08E-9,239.3E-3
30.08E-9,200.4E-3
30.08E-9,154.8E-3
30.09E-9,104.3E-3
30.09E-9,64.24E-3
30.10E-9,0.000
30.10E-9,0.000
30.10E-9,0.000
30.10E-9,0.000
30.10E-9,0.000
30.10E-9,0.000
30.11E-9,0.000
30.11E-9,0.000
30.12E-9,0.000
30.13E-9,0.000
30.14E-9,0.000
30.15E-9,0.000
30.16E-9,0.000
30.17E-9,0.000
30.18E-9,0.000
30.19E-9,0.000
30.20E-9,0.000
30.20E-9,0.000
30.20E-9,0.000
30.20E-9,0.000
30.20E-9,0.000
30.20E-9,0.000
30.20E-9,0.000
30.21E-9,0.000
30.21E-9,0.000
30.22E-9,0.000
30.23E-9,0.000
30.25E-9,0.000
30.26E-9,0.000
30.28E-9,0.000
30.29E-9,0.000
30.31E-9,0.000
30.34E-9,0.000
30.37E-9,0.000
30.43E-9,0.000
30.49E-9,0.000
30.58E-9,0.000
30.69E-9,0.000
30.84E-9,0.000
31.02E-9,0.000
31.21E-9,0.000
31.42E-9,0.000
31.51E-9,0.000
31.70E-9,0.000
31.90E-9,0.000
32.20E-9,0.000
32.50E-9,0.000
32.50E-9,0.000
32.50E-9,0.000
32.50E-9,0.000
32.50E-9,0.000
32.50E-9,0.000
32.51E-9,0.000
32.51E-9,0.000
32.52E-9,0.000
32.53E-9,0.000
32.53E-9,0.000
32.53E-9,0.000
32.54E-9,0.000
32.54E-9,0.000
32.54E-9,0.000
32.54E-9,0.000
32.54E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.55E-9,0.000
32.56E-9,0.000
32.56E-9,0.000
32.56E-9,0.000
32.57E-9,0.000
32.57E-9,0.000
32.58E-9,0.000
32.58E-9,0.000
32.58E-9,0.000
32.59E-9,0.000
32.60E-9,0.000
32.60E-9,0.000
32.61E-9,0.000
32.61E-9,0.000
32.62E-9,0.000
32.62E-9,0.000
32.62E-9,0.000
32.62E-9,0.000
32.62E-9,0.000
32.63E-9,0.000
32.63E-9,0.000
32.63E-9,0.000
32.64E-9,0.000
32.64E-9,0.000
32.65E-9,0.000
32.66E-9,0.000
32.67E-9,0.000
32.68E-9,0.000
32.70E-9,0.000
32.72E-9,0.000
32.75E-9,0.000
32.81E-9,0.000
32.89E-9,0.000
32.99E-9,0.000
33.13E-9,0.000
33.32E-9,0.000
33.57E-9,0.000
33.92E-9,0.000
34.39E-9,0.000
35.00E-9,0.000
35.00E-9,1.953E-3
35.00E-9,5.859E-3
35.00E-9,13.67E-3
35.00E-9,22.82E-3
35.00E-9,38.31E-3
35.01E-9,64.82E-3
35.01E-9,108.5E-3
35.02E-9,172.5E-3
35.03E-9,269.3E-3
35.03E-9,318.6E-3
35.04E-9,368.2E-3
35.04E-9,419.4E-3
35.05E-9,459.7E-3
35.05E-9,500.0E-3
35.05E-9,501.0E-3
35.05E-9,502.9E-3
35.05E-9,506.7E-3
35.05E-9,508.1E-3
35.05E-9,510.8E-3
35.05E-9,516.4E-3
35.05E-9,527.5E-3
35.05E-9,533.0E-3
35.05E-9,544.1E-3
35.06E-9,566.3E-3
35.06E-9,604.7E-3
35.06E-9,635.4E-3
35.07E-9,668.0E-3
35.07E-9,706.4E-3
35.07E-9,748.4E-3
35.08E-9,786.1E-3
35.08E-9,831.9E-3
35.09E-9,888.9E-3
35.09E-9,931.9E-3
35.10E-9,965.9E-3
35.10E-9,1.000
35.10E-9,1.000
35.10E-9,1.000
35.10E-9,1.000
35.10E-9,1.000
35.10E-9,1.000
35.10E-9,1.000
35.10E-9,1.000
35.11E-9,1.000
35.11E-9,1.000
35.12E-9,1.000
35.13E-9,1.000
35.14E-9,1.000
35.15E-9,1.000
35.16E-9,1.000
35.18E-9,1.000
35.20E-9,1.000
35.21E-9,1.000
35.23E-9,1.000
35.25E-9,1.000
35.29E-9,1.000
35.34E-9,1.000
35.40E-9,1.000
35.49E-9,1.000
35.60E-9,1.000
35.76E-9,1.000
35.97E-9,1.000
36.15E-9,1.000
36.37E-9,1.000
36.65E-9,1.000
36.85E-9,1.000
37.08E-9,1.000
37.50E-9,1.000
37.50E-9,1.000
37.50E-9,1.000
37.50E-9,1.000
37.50E-9,1.000
37.50E-9,1.000
37.51E-9,1.000
37.51E-9,1.000
37.52E-9,1.000
37.53E-9,1.000
37.53E-9,1.000
37.53E-9,1.000
37.54E-9,1.000
37.54E-9,1.000
37.54E-9,1.000
37.54E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.55E-9,1.000
37.56E-9,1.000
37.56E-9,1.000
37.57E-9,1.000
37.57E-9,1.000
37.57E-9,1.000
37.58E-9,1.000
37.58E-9,1.000
37.59E-9,1.000
37.59E-9,1.000
37.60E-9,1.000
37.60E-9,1.000
37.61E-9,1.000
37.62E-9,1.000
37.62E-9,1.000
37.62E-9,1.000
37.62E-9,1.000
37.62E-9,1.000
37.63E-9,1.000
37.63E-9,1.000
37.63E-9,1.000
37.64E-9,1.000
37.64E-9,1.000
37.65E-9,1.000
37.66E-9,1.000
37.67E-9,1.000
37.69E-9,1.000
37.71E-9,1.000
37.73E-9,1.000
37.77E-9,1.000
37.84E-9,1.000
37.93E-9,1.000
38.05E-9,1.000
38.21E-9,1.000
38.43E-9,1.000
38.73E-9,1.000
39.13E-9,1.000
39.57E-9,1.000
40.00E-9,1.000
40.00E-9,998.0E-3
40.00E-9,994.1E-3
40.00E-9,986.3E-3
40.00E-9,977.0E-3
40.00E-9,961.1E-3
40.01E-9,936.7E-3
40.01E-9,897.0E-3
40.02E-9,847.6E-3
40.02E-9,780.2E-3
40.03E-9,698.0E-3
40.04E-9,647.8E-3
40.04E-9,588.8E-3
40.05E-9,541.4E-3
40.05E-9,500.0E-3
40.05E-9,499.3E-3
40.05E-9,497.9E-3
40.05E-9,495.2E-3
40.05E-9,494.1E-3
40.05E-9,491.9E-3
40.05E-9,487.5E-3
40.05E-9,478.7E-3
40.05E-9,474.3E-3
40.05E-9,465.4E-3
40.06E-9,447.8E-3
40.06E-9,419.3E-3
40.06E-9,385.2E-3
40.06E-9,356.0E-3
40.07E-9,324.5E-3
40.07E-9,277.5E-3
40.08E-9,243.2E-3
40.08E-9,205.3E-3
40.08E-9,161.8E-3
40.09E-9,107.1E-3
40.09E-9,67.62E-3
40.10E-9,0.000
40.10E-9,0.000
40.10E-9,0.000
40.10E-9,0.000
40.10E-9,0.000
40.10E-9,0.000
40.11E-9,0.000
40.11E-9,0.000
40.12E-9,0.000
40.13E-9,0.000
40.14E-9,0.000
40.15E-9,0.000
40.16E-9,0.000
40.16E-9,0.000
40.18E-9,0.000
40.19E-9,0.000
40.19E-9,0.000
40.20E-9,0.000
40.20E-9,0.000
40.20E-9,0.000
40.20E-9,0.000
40.20E-9,0.000
40.20E-9,0.000
40.21E-9,0.000
40.21E-9,0.000
40.22E-9,0.000
40.23E-9,0.000
40.23E-9,0.000
40.24E-9,0.000
40.26E-9,0.000
40.27E-9,0.000
40.28E-9,0.000
40.30E-9,0.000
40.32E-9,0.000
40.34E-9,0.000
40.36E-9,0.000
40.37E-9,0.000
40.39E-9,0.000
40.40E-9,0.000
40.40E-9,0.000
40.40E-9,0.000
40.40E-9,0.000
40.40E-9,0.000
40.41E-9,0.000
40.42E-9,0.000
40.43E-9,0.000
40.45E-9,0.000
40.48E-9,0.000
40.51E-9,0.000
40.55E-9,0.000
40.62E-9,0.000
40.70E-9,0.000
40.82E-9,0.000
40.97E-9,0.000
41.15E-9,0.000
41.35E-9,0.000
41.42E-9,0.000
41.58E-9,0.000
41.74E-9,0.000
42.05E-9,0.000
42.50E-9,0.000
42.50E-9,0.000
42.50E-9,0.000
42.50E-9,0.000
42.50E-9,0.000
42.50E-9,0.000
42.51E-9,0.000
42.51E-9,0.000
42.52E-9,0.000
42.53E-9,0.000
42.53E-9,0.000
42.53E-9,0.000
42.54E-9,0.000
42.54E-9,0.000
42.54E-9,0.000
42.54E-9,0.000
42.54E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.55E-9,0.000
42.56E-9,0.000
42.56E-9,0.000
42.56E-9,0.000
42.56E-9,0.000
42.57E-9,0.000
42.57E-9,0.000
42.58E-9,0.000
42.58E-9,0.000
42.59E-9,0.000
42.59E-9,0.000
42.60E-9,0.000
42.60E-9,0.000
42.61E-9,0.000
42.62E-9,0.000
42.62E-9,0.000
42.62E-9,0.000
42.63E-9,0.000
42.63E-9,0.000
42.63E-9,0.000
42.63E-9,0.000
42.64E-9,0.000
42.64E-9,0.000
42.64E-9,0.000
42.65E-9,0.000
42.66E-9,0.000
42.66E-9,0.000
42.67E-9,0.000
42.69E-9,0.000
42.71E-9,0.000
42.73E-9,0.000
42.76E-9,0.000
42.82E-9,0.000
42.90E-9,0.000
43.01E-9,0.000
43.16E-9,0.000
43.35E-9,0.000
43.62E-9,0.000
43.98E-9,0.000
44.47E-9,0.000
45.00E-9,0.000
45.00E-9,1.953E-3
45.00E-9,5.859E-3
45.00E-9,13.67E-3
45.00E-9,22.82E-3
45.00E-9,38.31E-3
45.01E-9,64.96E-3
45.01E-9,108.7E-3
45.02E-9,173.3E-3
45.03E-9,269.0E-3
45.03E-9,318.3E-3
45.04E-9,367.9E-3
45.04E-9,419.2E-3
45.05E-9,459.6E-3
45.05E-9,500.0E-3
45.05E-9,500.8E-3
45.05E-9,502.4E-3
45.05E-9,505.5E-3
45.05E-9,506.7E-3
45.05E-9,509.1E-3
45.05E-9,513.9E-3
45.05E-9,523.5E-3
45.05E-9,542.7E-3
45.06E-9,579.7E-3
45.06E-9,611.2E-3
45.06E-9,644.6E-3
45.07E-9,679.9E-3
45.07E-9,729.7E-3
45.08E-9,767.0E-3
45.08E-9,809.7E-3
45.09E-9,860.7E-3
45.09E-9,911.0E-3
45.10E-9,953.3E-3
45.10E-9,1.000
45.10E-9,1.000
45.10E-9,1.000
45.10E-9,1.000
45.10E-9,1.000
45.10E-9,1.000
45.10E-9,1.000
45.10E-9,1.000
45.11E-9,1.000
45.11E-9,1.000
45.12E-9,1.000
45.13E-9,1.000
45.14E-9,1.000
45.15E-9,1.000
45.17E-9,1.000
45.19E-9,1.000
45.20E-9,1.000
45.22E-9,1.000
45.23E-9,1.000
45.26E-9,1.000
45.30E-9,1.000
45.35E-9,1.000
45.42E-9,1.000
45.51E-9,1.000
45.64E-9,1.000
45.80E-9,1.000
46.02E-9,1.000
46.21E-9,1.000
46.42E-9,1.000
46.51E-9,1.000
46.68E-9,1.000
46.88E-9,1.000
47.19E-9,1.000
47.50E-9,1.000
47.50E-9,1.000
47.50E-9,1.000
47.50E-9,1.000
47.50E-9,1.000
47.50E-9,1.000
47.51E-9,1.000
47.51E-9,1.000
47.52E-9,1.000
47.53E-9,1.000
47.53E-9,1.000
47.53E-9,1.000
47.54E-9,1.000
47.54E-9,1.000
47.54E-9,1.000
47.54E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.55E-9,1.000
47.56E-9,1.000
47.56E-9,1.000
47.56E-9,1.000
47.57E-9,1.000
47.57E-9,1.000
47.58E-9,1.000
47.58E-9,1.000
47.58E-9,1.000
47.59E-9,1.000
47.60E-9,1.000
47.60E-9,1.000
47.61E-9,1.000
47.61E-9,1.000
47.61E-9,1.000
47.62E-9,1.000
47.62E-9,1.000
47.62E-9,1.000
47.63E-9,1.000
47.63E-9,1.000
47.63E-9,1.000
47.64E-9,1.000
47.64E-9,1.000
47.65E-9,1.000
47.65E-9,1.000
47.66E-9,1.000
47.67E-9,1.000
47.69E-9,1.000
47.71E-9,1.000
47.74E-9,1.000
47.79E-9,1.000
47.86E-9,1.000
47.96E-9,1.000
48.09E-9,1.000
48.26E-9,1.000
48.50E-9,1.000
48.82E-9,1.000
49.26E-9,1.000
49.63E-9,1.000
50.00E-9,1.000
50.00E-9,998.0E-3
50.00E-9,994.1E-3
50.00E-9,986.3E-3
50.00E-9,977.1E-3
50.00E-9,961.2E-3
50.01E-9,936.1E-3
50.01E-9,895.9E-3
50.02E-9,843.7E-3
50.02E-9,769.2E-3
50.03E-9,682.1E-3
50.04E-9,627.8E-3
50.04E-9,570.9E-3
50.05E-9,535.5E-3
50.05E-9,500.0E-3
50.05E-9,499.3E-3
50.05E-9,497.8E-3
50.05E-9,494.8E-3
50.05E-9,493.7E-3
50.05E-9,491.4E-3
50.05E-9,486.8E-3
50.05E-9,477.6E-3
50.05E-9,473.0E-3
50.05E-9,463.8E-3
50.06E-9,445.4E-3
50.06E-9,416.2E-3
50.06E-9,387.2E-3
50.06E-9,356.5E-3
50.07E-9,323.3E-3
50.07E-9,278.5E-3
50.08E-9,243.5E-3
50.08E-9,205.2E-3
50.08E-9,160.1E-3
50.09E-9,107.9E-3
50.09E-9,68.09E-3
50.10E-9,0.000
50.10E-9,0.000
50.10E-9,0.000
50.10E-9,0.000
50.10E-9,0.000
50.10E-9,0.000
50.11E-9,0.000
50.11E-9,0.000
50.12E-9,0.000
50.13E-9,0.000
50.14E-9,0.000
50.15E-9,0.000
50.16E-9,0.000
50.17E-9,0.000
50.18E-9,0.000
50.19E-9,0.000
50.20E-9,0.000
50.20E-9,0.000
50.20E-9,0.000
50.20E-9,0.000
50.20E-9,0.000
50.20E-9,0.000
50.20E-9,0.000
50.21E-9,0.000
50.21E-9,0.000
50.22E-9,0.000
50.23E-9,0.000
50.25E-9,0.000
50.26E-9,0.000
50.28E-9,0.000
50.29E-9,0.000
50.31E-9,0.000
50.34E-9,0.000
50.37E-9,0.000
50.42E-9,0.000
50.48E-9,0.000
50.57E-9,0.000
50.68E-9,0.000
50.83E-9,0.000
51.01E-9,0.000
51.19E-9,0.000
51.39E-9,0.000
51.49E-9,0.000
51.68E-9,0.000
51.87E-9,0.000
52.24E-9,0.000
52.50E-9,0.000
52.50E-9,0.000
52.50E-9,0.000
52.50E-9,0.000
52.50E-9,0.000
52.50E-9,0.000
52.51E-9,0.000
52.51E-9,0.000
52.52E-9,0.000
52.53E-9,0.000
52.53E-9,0.000
52.53E-9,0.000
52.54E-9,0.000
52.54E-9,0.000
52.54E-9,0.000
52.54E-9,0.000
52.54E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.55E-9,0.000
52.56E-9,0.000
52.56E-9,0.000
52.56E-9,0.000
52.57E-9,0.000
52.57E-9,0.000
52.58E-9,0.000
52.58E-9,0.000
52.58E-9,0.000
52.59E-9,0.000
52.60E-9,0.000
52.60E-9,0.000
52.61E-9,0.000
52.61E-9,0.000
52.61E-9,0.000
52.62E-9,0.000
52.62E-9,0.000
52.62E-9,0.000
52.63E-9,0.000
52.63E-9,0.000
52.63E-9,0.000
52.63E-9,0.000
52.63E-9,0.000
52.64E-9,0.000
52.64E-9,0.000
52.64E-9,0.000
52.64E-9,0.000
52.64E-9,0.000
52.65E-9,0.000
52.66E-9,0.000
52.67E-9,0.000
52.69E-9,0.000
52.71E-9,0.000
52.74E-9,0.000
52.78E-9,0.000
52.85E-9,0.000
52.94E-9,0.000
53.06E-9,0.000
53.22E-9,0.000
53.45E-9,0.000
53.75E-9,0.000
54.16E-9,0.000
54.58E-9,0.000
55.00E-9,0.000
55.00E-9,1.953E-3
55.00E-9,5.859E-3
55.00E-9,13.67E-3
55.00E-9,22.82E-3
55.00E-9,38.31E-3
55.01E-9,64.95E-3
55.01E-9,108.6E-3
55.02E-9,173.1E-3
55.03E-9,269.3E-3
55.03E-9,319.7E-3
55.04E-9,370.3E-3
55.04E-9,422.5E-3
55.05E-9,461.3E-3
55.05E-9,500.0E-3
55.05E-9,500.8E-3
55.05E-9,502.3E-3
55.05E-9,505.4E-3
55.05E-9,510.1E-3
55.05E-9,512.1E-3
55.05E-9,516.1E-3
55.05E-9,524.1E-3
55.05E-9,540.1E-3
55.06E-9,572.1E-3
55.06E-9,603.7E-3
55.06E-9,635.8E-3
55.07E-9,668.9E-3
55.07E-9,714.0E-3
55.08E-9,753.0E-3
55.08E-9,792.3E-3
55.08E-9,839.1E-3
55.09E-9,879.9E-3
55.09E-9,920.7E-3
55.10E-9,960.3E-3
55.10E-9,1.000
55.10E-9,1.000
55.10E-9,1.000
55.10E-9,1.000
55.10E-9,1.000
55.10E-9,1.000
55.10E-9,1.000
55.10E-9,1.000
55.11E-9,1.000
55.11E-9,1.000
55.12E-9,1.000
55.13E-9,1.000
55.14E-9,1.000
55.15E-9,1.000
55.17E-9,1.000
55.19E-9,1.000
55.20E-9,1.000
55.22E-9,1.000
55.23E-9,1.000
55.26E-9,1.000
55.30E-9,1.000
55.35E-9,1.000
55.42E-9,1.000
55.52E-9,1.000
55.64E-9,1.000
55.81E-9,1.000
56.03E-9,1.000
56.22E-9,1.000
56.43E-9,1.000
56.52E-9,1.000
56.69E-9,1.000
56.90E-9,1.000
57.20E-9,1.000
57.50E-9,1.000
57.50E-9,1.000
57.50E-9,1.000
57.50E-9,1.000
57.50E-9,1.000
57.50E-9,1.000
57.51E-9,1.000
57.51E-9,1.000
57.52E-9,1.000
57.53E-9,1.000
57.53E-9,1.000
57.53E-9,1.000
57.54E-9,1.000
57.54E-9,1.000
57.54E-9,1.000
57.54E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.55E-9,1.000
57.56E-9,1.000
57.56E-9,1.000
57.56E-9,1.000
57.57E-9,1.000
57.57E-9,1.000
57.57E-9,1.000
57.58E-9,1.000
57.58E-9,1.000
57.59E-9,1.000
57.60E-9,1.000
57.60E-9,1.000
57.61E-9,1.000
57.61E-9,1.000
57.61E-9,1.000
57.61E-9,1.000
57.61E-9,1.000
57.61E-9,1.000
57.61E-9,1.000
57.62E-9,1.000
57.62E-9,1.000
57.62E-9,1.000
57.62E-9,1.000
57.63E-9,1.000
57.63E-9,1.000
57.63E-9,1.000
57.64E-9,1.000
57.65E-9,1.000
57.65E-9,1.000
57.67E-9,1.000
57.68E-9,1.000
57.70E-9,1.000
57.73E-9,1.000
57.76E-9,1.000
57.83E-9,1.000
57.92E-9,1.000
58.04E-9,1.000
58.20E-9,1.000
58.41E-9,1.000
58.70E-9,1.000
59.09E-9,1.000
59.63E-9,1.000
60.00E-9,1.000
60.00E-9,998.0E-3
60.00E-9,994.1E-3
60.00E-9,986.3E-3
60.00E-9,977.0E-3
60.00E-9,961.0E-3
60.01E-9,936.1E-3
60.01E-9,896.5E-3
60.02E-9,847.0E-3
60.02E-9,779.1E-3
60.03E-9,698.1E-3
60.04E-9,646.9E-3
60.04E-9,587.0E-3
60.05E-9,539.0E-3
60.05E-9,500.0E-3
60.05E-9,499.4E-3
60.05E-9,498.1E-3
60.05E-9,495.7E-3
60.05E-9,491.6E-3
60.05E-9,490.0E-3
60.05E-9,486.7E-3
60.05E-9,480.1E-3
60.05E-9,476.9E-3
60.05E-9,470.3E-3
60.05E-9,457.2E-3
60.06E-9,431.1E-3
60.06E-9,402.3E-3
60.06E-9,371.5E-3
60.07E-9,339.7E-3
60.07E-9,299.3E-3
60.07E-9,261.9E-3
60.08E-9,226.9E-3
60.08E-9,186.9E-3
60.09E-9,134.5E-3
60.09E-9,92.29E-3
60.10E-9,46.13E-3
60.10E-9,57.29E-15
60.10E-9,0.000
60.10E-9,0.000
60.10E-9,0.000
60.10E-9,0.000
60.10E-9,0.000
60.10E-9,0.000
60.10E-9,0.000
60.11E-9,0.000
60.11E-9,0.000
60.11E-9,0.000
60.12E-9,0.000
60.12E-9,0.000
60.13E-9,0.000
60.14E-9,0.000
60.14E-9,0.000
60.15E-9,0.000
60.16E-9,0.000
60.17E-9,0.000
60.18E-9,0.000
60.19E-9,0.000
60.20E-9,0.000
60.20E-9,0.000
60.20E-9,0.000
60.20E-9,0.000
60.20E-9,0.000
60.21E-9,0.000
60.21E-9,0.000
60.21E-9,0.000
60.22E-9,0.000
60.23E-9,0.000
60.24E-9,0.000
60.25E-9,0.000
60.26E-9,0.000
60.27E-9,0.000
60.28E-9,0.000
60.29E-9,0.000
60.31E-9,0.000
60.33E-9,0.000
60.35E-9,0.000
60.37E-9,0.000
60.39E-9,0.000
60.39E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.40E-9,0.000
60.41E-9,0.000
60.41E-9,0.000
60.41E-9,0.000
60.42E-9,0.000
60.44E-9,0.000
60.45E-9,0.000
60.47E-9,0.000
60.49E-9,0.000
60.52E-9,0.000
60.55E-9,0.000
60.60E-9,0.000
60.68E-9,0.000
60.77E-9,0.000
60.90E-9,0.000
61.06E-9,0.000
61.27E-9,0.000
61.49E-9,0.000
61.73E-9,0.000
61.92E-9,0.000
62.22E-9,0.000
62.50E-9,0.000
62.50E-9,0.000
62.50E-9,0.000
62.50E-9,0.000
62.50E-9,0.000
62.50E-9,0.000
62.51E-9,0.000
62.51E-9,0.000
62.52E-9,0.000
62.53E-9,0.000
62.53E-9,0.000
62.53E-9,0.000
62.54E-9,0.000
62.54E-9,0.000
62.54E-9,0.000
62.54E-9,0.000
62.54E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
62.55E-9,0.000
