time (s),v("/D2" ?result "tran") (V)
0.000,41.07E-9
48.83E-15,-10.04E-6
146.5E-15,-32.02E-6
341.8E-15,-76.23E-6
609.9E-15,-131.9E-6
1.146E-12,-238.7E-6
1.969E-12,-361.7E-6
3.615E-12,-527.0E-6
6.132E-12,-649.0E-6
9.591E-12,-690.4E-6
14.18E-12,-664.5E-6
20.31E-12,-612.4E-6
28.02E-12,-568.6E-6
32.60E-12,-534.4E-6
38.89E-12,-421.3E-6
43.43E-12,-312.1E-6
46.72E-12,-220.9E-6
50.00E-12,-73.88E-6
50.05E-12,-55.34E-6
50.16E-12,-22.81E-6
50.21E-12,-6.163E-6
50.31E-12,25.29E-6
50.52E-12,85.42E-6
50.93E-12,193.3E-6
51.76E-12,368.8E-6
53.42E-12,596.9E-6
56.01E-12,729.0E-6
58.82E-12,636.0E-6
62.21E-12,240.7E-6
65.10E-12,-235.8E-6
68.40E-12,-710.9E-6
72.95E-12,-952.5E-6
76.28E-12,-943.5E-6
79.25E-12,-862.5E-6
83.03E-12,-686.4E-6
87.56E-12,-380.3E-6
92.00E-12,-52.31E-6
95.84E-12,154.5E-6
100.0E-12,301.7E-6
100.1E-12,303.8E-6
100.2E-12,308.0E-6
100.3E-12,310.1E-6
100.4E-12,314.1E-6
100.7E-12,321.7E-6
101.3E-12,335.0E-6
102.4E-12,355.9E-6
104.7E-12,381.9E-6
109.3E-12,400.1E-6
117.6E-12,383.8E-6
127.7E-12,332.2E-6
138.5E-12,301.4E-6
150.5E-12,307.5E-6
159.7E-12,310.2E-6
169.2E-12,306.3E-6
178.4E-12,298.0E-6
190.4E-12,288.7E-6
200.0E-12,278.6E-6
200.2E-12,284.4E-6
200.6E-12,295.7E-6
201.5E-12,311.7E-6
201.9E-12,316.7E-6
202.8E-12,322.6E-6
204.5E-12,323.3E-6
207.9E-12,306.4E-6
214.7E-12,267.2E-6
221.7E-12,245.0E-6
229.0E-12,233.5E-6
238.0E-12,222.3E-6
246.8E-12,211.9E-6
258.7E-12,197.9E-6
271.3E-12,182.9E-6
285.7E-12,166.4E-6
302.1E-12,148.9E-6
322.4E-12,131.6E-6
338.3E-12,123.8E-6
355.3E-12,118.3E-6
373.4E-12,114.0E-6
386.7E-12,112.2E-6
400.0E-12,101.0E-6
400.3E-12,100.3E-6
400.9E-12,98.99E-6
401.2E-12,98.41E-6
401.8E-12,97.42E-6
403.0E-12,95.85E-6
405.5E-12,93.45E-6
410.3E-12,88.99E-6
420.1E-12,79.33E-6
435.9E-12,66.09E-6
454.5E-12,55.66E-6
477.4E-12,46.03E-6
507.1E-12,36.45E-6
553.4E-12,25.10E-6
618.8E-12,14.70E-6
706.8E-12,6.876E-6
820.7E-12,2.520E-6
976.1E-12,433.6E-9
1.182E-9,19.14E-9
1.458E-9,-125.8E-9
1.842E-9,-31.62E-9
2.171E-9,-119.6E-9
2.500E-9,-36.47E-9
2.500E-9,59.59E-6
2.501E-9,180.3E-6
2.501E-9,352.3E-6
2.502E-9,521.0E-6
2.504E-9,710.0E-6
2.509E-9,826.0E-6
2.515E-9,827.1E-6
2.524E-9,773.6E-6
2.527E-9,722.9E-6
2.530E-9,675.5E-6
2.534E-9,609.0E-6
2.536E-9,553.3E-6
2.539E-9,515.5E-6
2.540E-9,536.3E-6
2.542E-9,617.4E-6
2.544E-9,697.0E-6
2.546E-9,773.9E-6
2.547E-9,804.9E-6
2.549E-9,816.0E-6
2.550E-9,820.9E-6
2.550E-9,814.6E-6
2.550E-9,800.7E-6
2.550E-9,793.7E-6
2.550E-9,780.0E-6
2.550E-9,753.4E-6
2.550E-9,740.6E-6
2.551E-9,715.8E-6
2.551E-9,669.4E-6
2.551E-9,587.6E-6
2.552E-9,457.6E-6
2.555E-9,281.5E-6
2.558E-9,139.0E-6
2.561E-9,49.67E-6
2.564E-9,-10.76E-6
2.568E-9,-41.78E-6
2.573E-9,16.04E-6
2.578E-9,189.5E-6
2.582E-9,373.6E-6
2.587E-9,577.7E-6
2.591E-9,732.2E-6
2.597E-9,836.0E-6
2.598E-9,847.9E-6
2.601E-9,856.1E-6
2.601E-9,855.6E-6
2.602E-9,853.7E-6
2.602E-9,852.2E-6
2.603E-9,848.1E-6
2.604E-9,835.3E-6
2.607E-9,787.7E-6
2.612E-9,630.4E-6
2.616E-9,369.2E-6
2.621E-9,82.84E-6
2.627E-9,-195.1E-6
2.633E-9,-408.0E-6
2.640E-9,-573.7E-6
2.649E-9,-669.7E-6
2.660E-9,-695.1E-6
2.675E-9,-662.5E-6
2.695E-9,-566.4E-6
2.700E-9,-526.1E-6
2.710E-9,-407.5E-6
2.716E-9,-286.5E-6
2.721E-9,-120.6E-6
2.727E-9,459.8E-6
2.730E-9,1.067E-3
2.733E-9,2.289E-3
2.736E-9,3.825E-3
2.739E-9,4.650E-3
2.742E-9,4.732E-3
2.745E-9,4.155E-3
2.748E-9,3.524E-3
2.750E-9,2.824E-3
2.753E-9,2.052E-3
2.757E-9,1.401E-3
2.759E-9,1.045E-3
2.762E-9,794.2E-6
2.765E-9,666.5E-6
2.767E-9,587.8E-6
2.770E-9,524.1E-6
2.773E-9,561.8E-6
2.776E-9,751.2E-6
2.778E-9,1.181E-3
2.781E-9,1.839E-3
2.783E-9,2.839E-3
2.786E-9,3.973E-3
2.788E-9,4.558E-3
2.791E-9,4.244E-3
2.794E-9,3.079E-3
2.798E-9,1.494E-3
2.801E-9,496.0E-6
2.803E-9,-177.6E-6
2.806E-9,-581.6E-6
2.810E-9,-679.8E-6
2.814E-9,-598.6E-6
2.818E-9,-428.4E-6
2.821E-9,-309.6E-6
2.824E-9,-177.9E-6
2.827E-9,-79.20E-6
2.829E-9,-22.55E-6
2.833E-9,35.70E-6
2.836E-9,100.9E-6
2.838E-9,124.2E-6
2.841E-9,98.10E-6
2.844E-9,43.25E-6
2.848E-9,-15.34E-6
2.853E-9,150.8E-6
2.854E-9,229.1E-6
2.855E-9,399.5E-6
2.858E-9,582.9E-6
2.860E-9,614.9E-6
2.863E-9,537.1E-6
2.867E-9,399.6E-6
2.870E-9,224.6E-6
2.875E-9,90.26E-6
2.878E-9,34.73E-6
2.881E-9,-26.74E-6
2.885E-9,-126.1E-6
2.888E-9,-254.0E-6
2.893E-9,-516.5E-6
2.898E-9,-712.1E-6
2.900E-9,-465.2E-6
2.903E-9,144.3E-6
2.907E-9,840.7E-6
2.910E-9,1.686E-3
2.912E-9,2.817E-3
2.915E-9,4.089E-3
2.917E-9,4.637E-3
2.920E-9,4.414E-3
2.923E-9,3.774E-3
2.926E-9,2.830E-3
2.928E-9,2.344E-3
2.931E-9,2.052E-3
2.933E-9,1.782E-3
2.936E-9,1.517E-3
2.938E-9,1.302E-3
2.941E-9,1.134E-3
2.943E-9,1.018E-3
2.946E-9,936.5E-6
2.949E-9,906.7E-6
2.951E-9,878.2E-6
2.954E-9,869.8E-6
2.957E-9,894.1E-6
2.959E-9,926.6E-6
2.962E-9,1.036E-3
2.965E-9,1.296E-3
2.969E-9,1.996E-3
2.971E-9,2.962E-3
2.974E-9,4.098E-3
2.977E-9,4.462E-3
2.980E-9,3.986E-3
2.983E-9,3.010E-3
2.986E-9,2.284E-3
2.989E-9,1.613E-3
2.992E-9,1.296E-3
2.995E-9,1.063E-3
2.998E-9,936.9E-6
3.000E-9,853.5E-6
3.003E-9,792.1E-6
3.007E-9,803.1E-6
3.009E-9,860.0E-6
3.012E-9,1.049E-3
3.016E-9,1.445E-3
3.020E-9,2.547E-3
3.022E-9,3.658E-3
3.025E-9,4.620E-3
3.028E-9,4.908E-3
3.031E-9,4.497E-3
3.035E-9,3.573E-3
3.039E-9,2.402E-3
3.045E-9,1.351E-3
3.051E-9,561.5E-6
3.059E-9,-13.13E-6
3.066E-9,-541.3E-6
3.072E-9,-883.7E-6
3.076E-9,-823.9E-6
3.080E-9,-518.9E-6
3.084E-9,-37.43E-6
3.088E-9,433.3E-6
3.090E-9,805.7E-6
3.093E-9,1.197E-3
3.096E-9,1.656E-3
3.098E-9,2.284E-3
3.101E-9,3.302E-3
3.103E-9,4.437E-3
3.106E-9,5.100E-3
3.109E-9,5.121E-3
3.112E-9,4.509E-3
3.116E-9,3.418E-3
3.121E-9,2.199E-3
3.127E-9,1.213E-3
3.134E-9,536.4E-6
3.142E-9,172.5E-6
3.148E-9,84.14E-6
3.155E-9,41.23E-6
3.159E-9,60.98E-6
3.163E-9,91.30E-6
3.166E-9,94.27E-6
3.169E-9,81.97E-6
3.173E-9,61.67E-6
3.178E-9,37.21E-6
3.184E-9,17.67E-6
3.191E-9,-995.2E-9
3.196E-9,-20.40E-6
3.203E-9,-63.89E-6
3.206E-9,-85.69E-6
3.209E-9,-152.6E-6
3.212E-9,-295.1E-6
3.216E-9,-478.8E-6
3.219E-9,-495.6E-6
3.221E-9,-266.8E-6
3.225E-9,399.4E-6
3.229E-9,1.590E-3
3.231E-9,3.041E-3
3.234E-9,4.231E-3
3.237E-9,4.776E-3
3.239E-9,4.717E-3
3.242E-9,4.307E-3
3.244E-9,3.798E-3
3.247E-9,3.233E-3
3.250E-9,2.512E-3
3.253E-9,1.880E-3
3.257E-9,1.251E-3
3.262E-9,729.8E-6
3.268E-9,380.5E-6
3.274E-9,166.7E-6
3.283E-9,55.27E-6
3.295E-9,11.54E-6
3.313E-9,2.362E-6
3.345E-9,3.222E-6
3.408E-9,2.148E-6
3.516E-9,2.512E-6
3.714E-9,1.331E-6
4.077E-9,1.431E-6
4.538E-9,318.5E-9
5.000E-9,704.9E-9
5.000E-9,-6.295E-6
5.000E-9,-20.90E-6
5.000E-9,-48.00E-6
5.001E-9,-92.11E-6
5.001E-9,-138.4E-6
5.002E-9,-207.1E-6
5.004E-9,-296.8E-6
5.007E-9,-363.4E-6
5.011E-9,-394.2E-6
5.018E-9,-400.7E-6
5.028E-9,-464.8E-6
5.033E-9,-644.3E-6
5.040E-9,-1.456E-3
5.045E-9,-2.496E-3
5.050E-9,-3.659E-3
5.050E-9,-3.656E-3
5.050E-9,-3.649E-3
5.051E-9,-3.636E-3
5.051E-9,-3.631E-3
5.051E-9,-3.621E-3
5.052E-9,-3.600E-3
5.053E-9,-3.550E-3
5.055E-9,-3.408E-3
5.058E-9,-3.124E-3
5.061E-9,-2.866E-3
5.065E-9,-2.591E-3
5.068E-9,-2.204E-3
5.073E-9,-1.553E-3
5.077E-9,-1.098E-3
5.081E-9,-801.7E-6
5.086E-9,-608.5E-6
5.091E-9,-467.7E-6
5.095E-9,-332.6E-6
5.100E-9,-198.2E-6
5.100E-9,-196.0E-6
5.100E-9,-191.2E-6
5.101E-9,-181.4E-6
5.101E-9,-176.8E-6
5.101E-9,-167.4E-6
5.102E-9,-148.4E-6
5.104E-9,-111.4E-6
5.107E-9,-45.53E-6
5.113E-9,47.73E-6
5.120E-9,104.6E-6
5.128E-9,141.5E-6
5.138E-9,169.7E-6
5.151E-9,193.7E-6
5.168E-9,209.8E-6
5.185E-9,223.6E-6
5.201E-9,232.4E-6
5.216E-9,240.4E-6
5.234E-9,248.4E-6
5.258E-9,256.4E-6
5.295E-9,263.0E-6
5.350E-9,264.2E-6
5.419E-9,256.2E-6
5.511E-9,234.8E-6
5.631E-9,197.3E-6
5.796E-9,154.5E-6
6.018E-9,106.9E-6
6.204E-9,43.87E-6
6.420E-9,2.101E-6
6.504E-9,2.255E-6
6.673E-9,-1.132E-6
6.869E-9,934.6E-9
7.184E-9,-1.068E-6
7.500E-9,749.6E-9
7.500E-9,42.78E-6
7.501E-9,122.9E-6
7.501E-9,263.9E-6
7.502E-9,388.0E-6
7.504E-9,539.0E-6
7.508E-9,654.1E-6
7.514E-9,730.8E-6
7.522E-9,747.6E-6
7.526E-9,732.6E-6
7.529E-9,717.4E-6
7.533E-9,689.0E-6
7.536E-9,669.0E-6
7.539E-9,659.7E-6
7.542E-9,672.4E-6
7.543E-9,683.9E-6
7.545E-9,696.3E-6
7.547E-9,703.2E-6
7.548E-9,704.6E-6
7.550E-9,700.4E-6
7.550E-9,695.5E-6
7.550E-9,685.2E-6
7.550E-9,680.0E-6
7.550E-9,670.0E-6
7.550E-9,650.6E-6
7.551E-9,614.4E-6
7.551E-9,551.0E-6
7.552E-9,450.1E-6
7.554E-9,309.9E-6
7.557E-9,197.9E-6
7.560E-9,110.0E-6
7.564E-9,59.37E-6
7.569E-9,100.3E-6
7.572E-9,186.4E-6
7.576E-9,294.9E-6
7.580E-9,393.8E-6
7.584E-9,498.5E-6
7.590E-9,578.4E-6
7.596E-9,314.3E-6
7.601E-9,-895.4E-6
7.607E-9,-3.906E-3
7.612E-9,-7.378E-3
7.614E-9,-8.973E-3
7.618E-9,-10.40E-3
7.621E-9,-10.22E-3
7.624E-9,-8.838E-3
7.625E-9,-8.288E-3
7.627E-9,-7.202E-3
7.631E-9,-5.324E-3
7.636E-9,-3.286E-3
7.641E-9,-1.761E-3
7.647E-9,-741.9E-6
7.654E-9,-130.3E-6
7.660E-9,112.0E-6
7.666E-9,232.2E-6
7.670E-9,295.0E-6
7.673E-9,312.9E-6
7.677E-9,306.5E-6
7.681E-9,291.0E-6
7.686E-9,267.9E-6
7.692E-9,243.6E-6
7.697E-9,284.6E-6
7.701E-9,416.7E-6
7.704E-9,495.4E-6
7.707E-9,541.2E-6
7.709E-9,565.9E-6
7.712E-9,586.2E-6
7.714E-9,606.9E-6
7.718E-9,686.9E-6
7.721E-9,925.9E-6
7.726E-9,1.654E-3
7.728E-9,2.466E-3
7.731E-9,3.217E-3
7.734E-9,3.429E-3
7.736E-9,3.211E-3
7.740E-9,2.630E-3
7.743E-9,2.043E-3
7.746E-9,1.481E-3
7.751E-9,910.9E-6
7.757E-9,525.3E-6
7.765E-9,303.0E-6
7.774E-9,196.6E-6
7.788E-9,154.1E-6
7.809E-9,134.5E-6
7.849E-9,111.9E-6
7.929E-9,81.03E-6
8.064E-9,55.38E-6
8.235E-9,37.84E-6
8.459E-9,26.88E-6
8.757E-9,18.02E-6
9.171E-9,12.54E-6
9.585E-9,8.497E-6
10.00E-9,6.868E-6
10.00E-9,742.1E-9
10.00E-9,-12.32E-6
10.00E-9,-35.58E-6
10.00E-9,-69.89E-6
10.00E-9,-107.5E-6
10.00E-9,-160.8E-6
10.00E-9,-225.8E-6
10.01E-9,-275.2E-6
10.01E-9,-308.5E-6
10.02E-9,-329.6E-6
10.02E-9,-346.7E-6
10.03E-9,-399.4E-6
10.04E-9,-637.0E-6
10.05E-9,-1.256E-3
10.05E-9,-2.171E-3
10.05E-9,-2.158E-3
10.05E-9,-2.154E-3
10.05E-9,-2.146E-3
10.05E-9,-2.144E-3
10.05E-9,-2.145E-3
10.05E-9,-2.149E-3
10.05E-9,-2.157E-3
10.05E-9,-2.159E-3
10.05E-9,-2.160E-3
10.06E-9,-2.146E-3
10.06E-9,-2.094E-3
10.06E-9,-1.992E-3
10.06E-9,-1.771E-3
10.07E-9,-1.310E-3
10.07E-9,-472.6E-6
10.08E-9,122.0E-6
10.08E-9,386.1E-6
10.08E-9,363.9E-6
10.09E-9,265.7E-6
10.09E-9,212.8E-6
10.10E-9,195.3E-6
10.10E-9,197.1E-6
10.10E-9,197.9E-6
10.10E-9,199.3E-6
10.10E-9,201.1E-6
10.10E-9,202.6E-6
10.11E-9,203.4E-6
10.11E-9,204.4E-6
10.12E-9,200.5E-6
10.13E-9,190.7E-6
10.14E-9,187.0E-6
10.15E-9,191.7E-6
10.16E-9,200.7E-6
10.17E-9,209.7E-6
10.18E-9,220.2E-6
10.19E-9,228.8E-6
10.20E-9,237.8E-6
10.20E-9,235.1E-6
10.20E-9,229.7E-6
10.20E-9,221.1E-6
10.20E-9,211.7E-6
10.20E-9,209.8E-6
10.20E-9,209.2E-6
10.21E-9,214.3E-6
10.21E-9,229.6E-6
10.22E-9,248.2E-6
10.23E-9,255.5E-6
10.25E-9,260.4E-6
10.26E-9,265.3E-6
10.28E-9,269.8E-6
10.29E-9,273.2E-6
10.31E-9,275.9E-6
10.34E-9,277.7E-6
10.37E-9,277.2E-6
10.42E-9,271.5E-6
10.48E-9,256.6E-6
10.57E-9,227.9E-6
10.68E-9,187.6E-6
10.83E-9,150.4E-6
11.01E-9,110.5E-6
11.19E-9,48.60E-6
11.40E-9,4.116E-6
11.49E-9,3.515E-6
11.68E-9,-1.272E-6
11.87E-9,1.593E-6
12.25E-9,-1.197E-6
12.50E-9,1.325E-6
12.50E-9,46.99E-6
12.50E-9,134.8E-6
12.50E-9,278.8E-6
12.50E-9,418.5E-6
12.50E-9,589.5E-6
12.51E-9,712.1E-6
12.51E-9,774.6E-6
12.52E-9,775.4E-6
12.53E-9,740.0E-6
12.53E-9,691.9E-6
12.53E-9,589.0E-6
12.54E-9,488.0E-6
12.54E-9,347.2E-6
12.54E-9,276.1E-6
12.54E-9,277.6E-6
12.54E-9,344.7E-6
12.55E-9,456.0E-6
12.55E-9,570.7E-6
12.55E-9,628.2E-6
12.55E-9,679.9E-6
12.55E-9,677.1E-6
12.55E-9,670.7E-6
12.55E-9,667.3E-6
12.55E-9,660.9E-6
12.55E-9,648.6E-6
12.55E-9,642.7E-6
12.55E-9,631.2E-6
12.55E-9,609.8E-6
12.55E-9,572.1E-6
12.55E-9,512.4E-6
12.55E-9,430.6E-6
12.56E-9,360.5E-6
12.56E-9,291.9E-6
12.56E-9,225.3E-6
12.57E-9,209.8E-6
12.57E-9,252.4E-6
12.58E-9,317.9E-6
12.58E-9,390.6E-6
12.58E-9,469.4E-6
12.59E-9,550.5E-6
12.60E-9,429.1E-6
12.60E-9,-760.6E-6
12.61E-9,-3.307E-3
12.61E-9,-7.105E-3
12.61E-9,-8.389E-3
12.62E-9,-10.57E-3
12.62E-9,-12.05E-3
12.62E-9,-11.15E-3
12.63E-9,-8.885E-3
12.63E-9,-8.213E-3
12.63E-9,-6.923E-3
12.63E-9,-6.321E-3
12.63E-9,-5.207E-3
12.64E-9,-4.702E-3
12.64E-9,-3.793E-3
12.64E-9,-3.390E-3
12.64E-9,-2.677E-3
12.64E-9,-1.583E-3
12.65E-9,-442.9E-6
12.66E-9,132.4E-6
12.67E-9,349.3E-6
12.69E-9,360.9E-6
12.71E-9,303.5E-6
12.74E-9,238.8E-6
12.78E-9,178.9E-6
12.85E-9,122.5E-6
12.94E-9,87.15E-6
13.06E-9,61.45E-6
13.22E-9,44.43E-6
13.45E-9,31.21E-6
13.75E-9,22.58E-6
14.16E-9,15.64E-6
14.58E-9,12.42E-6
15.00E-9,9.652E-6
15.00E-9,-18.72E-6
15.00E-9,-71.21E-6
15.00E-9,-156.2E-6
15.00E-9,-223.7E-6
15.00E-9,-299.9E-6
15.01E-9,-361.9E-6
15.01E-9,-390.2E-6
15.02E-9,-387.4E-6
15.03E-9,-391.9E-6
15.03E-9,-418.4E-6
15.04E-9,-487.5E-6
15.04E-9,-805.3E-6
15.05E-9,-1.347E-3
15.05E-9,-2.163E-3
15.05E-9,-2.160E-3
15.05E-9,-2.151E-3
15.05E-9,-2.138E-3
15.05E-9,-2.127E-3
15.05E-9,-2.124E-3
15.05E-9,-2.121E-3
15.05E-9,-2.119E-3
15.05E-9,-2.115E-3
15.06E-9,-2.078E-3
15.06E-9,-2.003E-3
15.06E-9,-1.866E-3
15.07E-9,-1.574E-3
15.07E-9,-909.9E-6
15.08E-9,-287.0E-6
15.08E-9,80.32E-6
15.08E-9,142.9E-6
15.09E-9,87.21E-6
15.09E-9,50.93E-6
15.10E-9,42.85E-6
15.10E-9,57.90E-6
15.10E-9,58.34E-6
15.10E-9,59.01E-6
15.10E-9,60.71E-6
15.10E-9,61.73E-6
15.10E-9,64.01E-6
15.10E-9,69.59E-6
15.10E-9,83.08E-6
15.11E-9,112.4E-6
15.11E-9,160.2E-6
15.12E-9,189.3E-6
15.13E-9,206.4E-6
15.14E-9,219.9E-6
15.15E-9,229.2E-6
15.17E-9,234.0E-6
15.19E-9,235.9E-6
15.20E-9,240.3E-6
15.22E-9,246.5E-6
15.23E-9,253.8E-6
15.26E-9,262.2E-6
15.30E-9,270.5E-6
15.35E-9,274.7E-6
15.42E-9,268.1E-6
15.52E-9,244.9E-6
15.64E-9,202.9E-6
15.81E-9,155.4E-6
16.03E-9,103.9E-6
16.22E-9,39.92E-6
16.43E-9,1.344E-6
16.52E-9,1.984E-6
16.69E-9,-1.347E-6
16.90E-9,976.3E-9
17.20E-9,-1.185E-6
17.50E-9,763.3E-9
17.50E-9,42.94E-6
17.50E-9,123.5E-6
17.50E-9,264.8E-6
17.50E-9,392.2E-6
17.50E-9,547.0E-6
17.51E-9,659.9E-6
17.51E-9,735.1E-6
17.52E-9,751.7E-6
17.53E-9,734.7E-6
17.53E-9,716.2E-6
17.53E-9,677.3E-6
17.54E-9,649.4E-6
17.54E-9,638.4E-6
17.54E-9,655.4E-6
17.54E-9,670.0E-6
17.55E-9,680.6E-6
17.55E-9,684.3E-6
17.55E-9,683.4E-6
17.55E-9,679.7E-6
17.55E-9,674.5E-6
17.55E-9,663.4E-6
17.55E-9,657.9E-6
17.55E-9,647.1E-6
17.55E-9,626.2E-6
17.55E-9,587.6E-6
17.55E-9,520.2E-6
17.55E-9,414.3E-6
17.55E-9,276.1E-6
17.56E-9,169.4E-6
17.56E-9,102.7E-6
17.56E-9,115.3E-6
17.57E-9,178.4E-6
17.57E-9,263.6E-6
17.57E-9,349.1E-6
17.58E-9,437.0E-6
17.58E-9,528.8E-6
17.59E-9,532.0E-6
17.60E-9,-287.0E-6
17.60E-9,-2.282E-3
17.61E-9,-5.996E-3
17.61E-9,-10.18E-3
17.61E-9,-11.37E-3
17.61E-9,-11.93E-3
17.61E-9,-12.20E-3
17.61E-9,-12.33E-3
17.61E-9,-12.58E-3
17.62E-9,-12.98E-3
17.62E-9,-13.20E-3
17.62E-9,-11.90E-3
17.62E-9,-9.737E-3
17.63E-9,-7.740E-3
17.63E-9,-5.595E-3
17.63E-9,-3.324E-3
17.64E-9,-1.725E-3
17.65E-9,-644.2E-6
17.65E-9,-12.39E-6
17.67E-9,297.6E-6
17.68E-9,360.1E-6
17.70E-9,312.3E-6
17.73E-9,248.8E-6
17.76E-9,188.2E-6
17.83E-9,128.3E-6
17.92E-9,91.08E-6
18.04E-9,64.34E-6
18.20E-9,46.37E-6
